date;location_id;Parameter samengevoegd;scenario_name;unit;Value
24-1-1939;85;Waterstand;Rust 2050;m;13,9
25-1-1939;85;Waterstand;Rust 2050;m;13,88
26-1-1939;85;Waterstand;Rust 2050;m;13,99
27-1-1939;85;Waterstand;Rust 2050;m;13,97
28-1-1939;85;Waterstand;Rust 2050;m;13,79
29-1-1939;85;Waterstand;Rust 2050;m;13,39
30-1-1939;85;Waterstand;Rust 2050;m;12,82
31-1-1939;85;Waterstand;Rust 2050;m;12,18
1-2-1939;85;Waterstand;Rust 2050;m;11,55
2-2-1939;85;Waterstand;Rust 2050;m;10,97
3-2-1939;85;Waterstand;Rust 2050;m;10,47
4-2-1939;85;Waterstand;Rust 2050;m;10,18
5-2-1939;85;Waterstand;Rust 2050;m;9,88
6-2-1939;85;Waterstand;Rust 2050;m;9,61
7-2-1939;85;Waterstand;Rust 2050;m;9,4
8-2-1939;85;Waterstand;Rust 2050;m;9,26
9-2-1939;85;Waterstand;Rust 2050;m;9,13
10-2-1939;85;Waterstand;Rust 2050;m;9,04
11-2-1939;85;Waterstand;Rust 2050;m;9,05
12-2-1939;85;Waterstand;Rust 2050;m;9,07
13-2-1939;85;Waterstand;Rust 2050;m;9,11
14-2-1939;85;Waterstand;Rust 2050;m;9,19
15-2-1939;85;Waterstand;Rust 2050;m;9,32
16-2-1939;85;Waterstand;Rust 2050;m;9,43
17-2-1939;85;Waterstand;Rust 2050;m;9,5
18-2-1939;85;Waterstand;Rust 2050;m;9,51
19-2-1939;85;Waterstand;Rust 2050;m;9,45
20-2-1939;85;Waterstand;Rust 2050;m;9,39
21-2-1939;85;Waterstand;Rust 2050;m;9,44
22-2-1939;85;Waterstand;Rust 2050;m;9,59
23-2-1939;85;Waterstand;Rust 2050;m;9,7
24-2-1939;85;Waterstand;Rust 2050;m;9,74
25-2-1939;85;Waterstand;Rust 2050;m;9,65
26-2-1939;85;Waterstand;Rust 2050;m;9,53
27-2-1939;85;Waterstand;Rust 2050;m;9,44
28-2-1939;85;Waterstand;Rust 2050;m;9,4
1-3-1939;85;Waterstand;Rust 2050;m;9,36
2-3-1939;85;Waterstand;Rust 2050;m;9,34
3-3-1939;85;Waterstand;Rust 2050;m;9,31
4-3-1939;85;Waterstand;Rust 2050;m;9,29
5-3-1939;85;Waterstand;Rust 2050;m;9,23
6-3-1939;85;Waterstand;Rust 2050;m;9,12
7-3-1939;85;Waterstand;Rust 2050;m;9,08
8-3-1939;85;Waterstand;Rust 2050;m;9,22
9-3-1939;85;Waterstand;Rust 2050;m;9,84
10-3-1939;85;Waterstand;Rust 2050;m;11,46
11-3-1939;85;Waterstand;Rust 2050;m;13,19
12-3-1939;85;Waterstand;Rust 2050;m;13,89
13-3-1939;85;Waterstand;Rust 2050;m;13,83
14-3-1939;85;Waterstand;Rust 2050;m;13,39
15-3-1939;85;Waterstand;Rust 2050;m;12,81
16-3-1939;85;Waterstand;Rust 2050;m;12,25
17-3-1939;85;Waterstand;Rust 2050;m;11,8
18-3-1939;85;Waterstand;Rust 2050;m;11,49
19-3-1939;85;Waterstand;Rust 2050;m;11,29
20-3-1939;85;Waterstand;Rust 2050;m;11,09
21-3-1939;85;Waterstand;Rust 2050;m;10,98
22-3-1939;85;Waterstand;Rust 2050;m;10,97
23-3-1939;85;Waterstand;Rust 2050;m;10,95
24-3-1939;85;Waterstand;Rust 2050;m;10,97
25-3-1939;85;Waterstand;Rust 2050;m;11,04
26-3-1939;85;Waterstand;Rust 2050;m;11,09
27-3-1939;85;Waterstand;Rust 2050;m;11,16
28-3-1939;85;Waterstand;Rust 2050;m;11,23
29-3-1939;85;Waterstand;Rust 2050;m;11,18
30-3-1939;85;Waterstand;Rust 2050;m;11,48
31-3-1939;85;Waterstand;Rust 2050;m;11,63
1-4-1939;85;Waterstand;Rust 2050;m;10,87
2-4-1939;85;Waterstand;Rust 2050;m;10,72
3-4-1939;85;Waterstand;Rust 2050;m;10,65
4-4-1939;85;Waterstand;Rust 2050;m;10,67
5-4-1939;85;Waterstand;Rust 2050;m;10,89
6-4-1939;85;Waterstand;Rust 2050;m;11,24
7-4-1939;85;Waterstand;Rust 2050;m;11,75
8-4-1939;85;Waterstand;Rust 2050;m;12,23
9-4-1939;85;Waterstand;Rust 2050;m;12,53
10-4-1939;85;Waterstand;Rust 2050;m;12,68
11-4-1939;85;Waterstand;Rust 2050;m;12,67
12-4-1939;85;Waterstand;Rust 2050;m;12,46
13-4-1939;85;Waterstand;Rust 2050;m;12,1
14-4-1939;85;Waterstand;Rust 2050;m;11,78
15-4-1939;85;Waterstand;Rust 2050;m;11,51
16-4-1939;85;Waterstand;Rust 2050;m;11,31
17-4-1939;85;Waterstand;Rust 2050;m;11,07
18-4-1939;85;Waterstand;Rust 2050;m;10,97
19-4-1939;85;Waterstand;Rust 2050;m;10,98
20-4-1939;85;Waterstand;Rust 2050;m;11,04
21-4-1939;85;Waterstand;Rust 2050;m;11,03
22-4-1939;85;Waterstand;Rust 2050;m;10,89
23-4-1939;85;Waterstand;Rust 2050;m;10,68
24-4-1939;85;Waterstand;Rust 2050;m;10,46
25-4-1939;85;Waterstand;Rust 2050;m;10,26
26-4-1939;85;Waterstand;Rust 2050;m;10,1
27-4-1939;85;Waterstand;Rust 2050;m;9,94
28-4-1939;85;Waterstand;Rust 2050;m;9,81
29-4-1939;85;Waterstand;Rust 2050;m;9,79
30-4-1939;85;Waterstand;Rust 2050;m;9,86
1-5-1939;85;Waterstand;Rust 2050;m;9,9
2-5-1939;85;Waterstand;Rust 2050;m;9,91
3-5-1939;85;Waterstand;Rust 2050;m;9,95
4-5-1939;85;Waterstand;Rust 2050;m;9,99
5-5-1939;85;Waterstand;Rust 2050;m;9,94
6-5-1939;85;Waterstand;Rust 2050;m;9,82
7-5-1939;85;Waterstand;Rust 2050;m;9,79
8-5-1939;85;Waterstand;Rust 2050;m;9,84
9-5-1939;85;Waterstand;Rust 2050;m;9,84
10-5-1939;85;Waterstand;Rust 2050;m;9,75
11-5-1939;85;Waterstand;Rust 2050;m;9,6
12-5-1939;85;Waterstand;Rust 2050;m;9,61
13-5-1939;85;Waterstand;Rust 2050;m;9,86
14-5-1939;85;Waterstand;Rust 2050;m;10,19
15-5-1939;85;Waterstand;Rust 2050;m;10,53
16-5-1939;85;Waterstand;Rust 2050;m;10,95
17-5-1939;85;Waterstand;Rust 2050;m;11,42
18-5-1939;85;Waterstand;Rust 2050;m;11,69
19-5-1939;85;Waterstand;Rust 2050;m;11,68
20-5-1939;85;Waterstand;Rust 2050;m;11,58
21-5-1939;85;Waterstand;Rust 2050;m;11,44
22-5-1939;85;Waterstand;Rust 2050;m;11,25
23-5-1939;85;Waterstand;Rust 2050;m;11,15
24-5-1939;85;Waterstand;Rust 2050;m;11,17
25-5-1939;85;Waterstand;Rust 2050;m;11,28
26-5-1939;85;Waterstand;Rust 2050;m;11,47
27-5-1939;85;Waterstand;Rust 2050;m;11,73
28-5-1939;85;Waterstand;Rust 2050;m;11,85
29-5-1939;85;Waterstand;Rust 2050;m;11,71
30-5-1939;85;Waterstand;Rust 2050;m;11,4
31-5-1939;85;Waterstand;Rust 2050;m;11,09
1-6-1939;85;Waterstand;Rust 2050;m;10,81
2-6-1939;85;Waterstand;Rust 2050;m;10,55
3-6-1939;85;Waterstand;Rust 2050;m;10,35
4-6-1939;85;Waterstand;Rust 2050;m;10,15
5-6-1939;85;Waterstand;Rust 2050;m;9,86
6-6-1939;85;Waterstand;Rust 2050;m;9,61
7-6-1939;85;Waterstand;Rust 2050;m;9,57
8-6-1939;85;Waterstand;Rust 2050;m;9,62
9-6-1939;85;Waterstand;Rust 2050;m;9,58
10-6-1939;85;Waterstand;Rust 2050;m;9,46
11-6-1939;85;Waterstand;Rust 2050;m;9,44
12-6-1939;85;Waterstand;Rust 2050;m;9,44
13-6-1939;85;Waterstand;Rust 2050;m;9,47
14-6-1939;85;Waterstand;Rust 2050;m;9,53
15-6-1939;85;Waterstand;Rust 2050;m;9,6
16-6-1939;85;Waterstand;Rust 2050;m;9,63
17-6-1939;85;Waterstand;Rust 2050;m;9,67
18-6-1939;85;Waterstand;Rust 2050;m;9,79
19-6-1939;85;Waterstand;Rust 2050;m;9,86
20-6-1939;85;Waterstand;Rust 2050;m;9,83
21-6-1939;85;Waterstand;Rust 2050;m;9,7
22-6-1939;85;Waterstand;Rust 2050;m;9,65
23-6-1939;85;Waterstand;Rust 2050;m;9,6
24-6-1939;85;Waterstand;Rust 2050;m;9,58
25-6-1939;85;Waterstand;Rust 2050;m;9,58
26-6-1939;85;Waterstand;Rust 2050;m;9,6
27-6-1939;85;Waterstand;Rust 2050;m;9,59
28-6-1939;85;Waterstand;Rust 2050;m;9,58
29-6-1939;85;Waterstand;Rust 2050;m;9,67
30-6-1939;85;Waterstand;Rust 2050;m;9,75
1-7-1939;85;Waterstand;Rust 2050;m;9,84
2-7-1939;85;Waterstand;Rust 2050;m;9,88
3-7-1939;85;Waterstand;Rust 2050;m;9,89
4-7-1939;85;Waterstand;Rust 2050;m;9,94
5-7-1939;85;Waterstand;Rust 2050;m;10,09
6-7-1939;85;Waterstand;Rust 2050;m;10,23
7-7-1939;85;Waterstand;Rust 2050;m;10,24
8-7-1939;85;Waterstand;Rust 2050;m;10,12
9-7-1939;85;Waterstand;Rust 2050;m;9,95
10-7-1939;85;Waterstand;Rust 2050;m;9,78
11-7-1939;85;Waterstand;Rust 2050;m;9,65
12-7-1939;85;Waterstand;Rust 2050;m;9,53
13-7-1939;85;Waterstand;Rust 2050;m;9,44
14-7-1939;85;Waterstand;Rust 2050;m;9,37
15-7-1939;85;Waterstand;Rust 2050;m;9,37
16-7-1939;85;Waterstand;Rust 2050;m;9,37
17-7-1939;85;Waterstand;Rust 2050;m;9,29
18-7-1939;85;Waterstand;Rust 2050;m;9,2
19-7-1939;85;Waterstand;Rust 2050;m;9,17
20-7-1939;85;Waterstand;Rust 2050;m;9,24
21-7-1939;85;Waterstand;Rust 2050;m;9,33
22-7-1939;85;Waterstand;Rust 2050;m;9,35
23-7-1939;85;Waterstand;Rust 2050;m;9,38
24-7-1939;85;Waterstand;Rust 2050;m;9,43
25-7-1939;85;Waterstand;Rust 2050;m;9,48
26-7-1939;85;Waterstand;Rust 2050;m;9,52
27-7-1939;85;Waterstand;Rust 2050;m;9,59
28-7-1939;85;Waterstand;Rust 2050;m;9,71
29-7-1939;85;Waterstand;Rust 2050;m;9,86
30-7-1939;85;Waterstand;Rust 2050;m;10,06
31-7-1939;85;Waterstand;Rust 2050;m;10,32
1-8-1939;85;Waterstand;Rust 2050;m;10,34
2-8-1939;85;Waterstand;Rust 2050;m;10,23
3-8-1939;85;Waterstand;Rust 2050;m;10,03
4-8-1939;85;Waterstand;Rust 2050;m;9,82
5-8-1939;85;Waterstand;Rust 2050;m;9,65
6-8-1939;85;Waterstand;Rust 2050;m;9,54
7-8-1939;85;Waterstand;Rust 2050;m;9,47
8-8-1939;85;Waterstand;Rust 2050;m;9,46
9-8-1939;85;Waterstand;Rust 2050;m;9,61
10-8-1939;85;Waterstand;Rust 2050;m;9,89
11-8-1939;85;Waterstand;Rust 2050;m;10,14
12-8-1939;85;Waterstand;Rust 2050;m;10,34
13-8-1939;85;Waterstand;Rust 2050;m;10,42
14-8-1939;85;Waterstand;Rust 2050;m;10,41
15-8-1939;85;Waterstand;Rust 2050;m;10,33
16-8-1939;85;Waterstand;Rust 2050;m;10,17
17-8-1939;85;Waterstand;Rust 2050;m;9,97
18-8-1939;85;Waterstand;Rust 2050;m;9,79
19-8-1939;85;Waterstand;Rust 2050;m;9,62
20-8-1939;85;Waterstand;Rust 2050;m;9,5
21-8-1939;85;Waterstand;Rust 2050;m;9,41
22-8-1939;85;Waterstand;Rust 2050;m;9,3
23-8-1939;85;Waterstand;Rust 2050;m;9,21
24-8-1939;85;Waterstand;Rust 2050;m;9,13
25-8-1939;85;Waterstand;Rust 2050;m;9,07
26-8-1939;85;Waterstand;Rust 2050;m;9,02
27-8-1939;85;Waterstand;Rust 2050;m;8,99
28-8-1939;85;Waterstand;Rust 2050;m;8,96
29-8-1939;85;Waterstand;Rust 2050;m;8,94
30-8-1939;85;Waterstand;Rust 2050;m;8,97
31-8-1939;85;Waterstand;Rust 2050;m;9,03
1-9-1939;85;Waterstand;Rust 2050;m;9,01
2-9-1939;85;Waterstand;Rust 2050;m;8,94
3-9-1939;85;Waterstand;Rust 2050;m;8,87
4-9-1939;85;Waterstand;Rust 2050;m;8,82
5-9-1939;85;Waterstand;Rust 2050;m;8,81
6-9-1939;85;Waterstand;Rust 2050;m;8,81
7-9-1939;85;Waterstand;Rust 2050;m;8,84
8-9-1939;85;Waterstand;Rust 2050;m;9,03
9-9-1939;85;Waterstand;Rust 2050;m;9,31
10-9-1939;85;Waterstand;Rust 2050;m;9,45
11-9-1939;85;Waterstand;Rust 2050;m;9,36
12-9-1939;85;Waterstand;Rust 2050;m;9,17
13-9-1939;85;Waterstand;Rust 2050;m;9,01
14-9-1939;85;Waterstand;Rust 2050;m;8,95
15-9-1939;85;Waterstand;Rust 2050;m;8,87
16-9-1939;85;Waterstand;Rust 2050;m;8,83
17-9-1939;85;Waterstand;Rust 2050;m;8,83
18-9-1939;85;Waterstand;Rust 2050;m;8,85
19-9-1939;85;Waterstand;Rust 2050;m;9,13
20-9-1939;85;Waterstand;Rust 2050;m;9,81
21-9-1939;85;Waterstand;Rust 2050;m;10,38
22-9-1939;85;Waterstand;Rust 2050;m;10,61
23-9-1939;85;Waterstand;Rust 2050;m;10,66
24-9-1939;85;Waterstand;Rust 2050;m;10,53
25-9-1939;85;Waterstand;Rust 2050;m;10,17
26-9-1939;85;Waterstand;Rust 2050;m;9,86
27-9-1939;85;Waterstand;Rust 2050;m;9,57
28-9-1939;85;Waterstand;Rust 2050;m;9,34
29-9-1939;85;Waterstand;Rust 2050;m;9,16
30-9-1939;85;Waterstand;Rust 2050;m;9
1-10-1939;85;Waterstand;Rust 2050;m;8,91
2-10-1939;85;Waterstand;Rust 2050;m;8,81
3-10-1939;85;Waterstand;Rust 2050;m;8,72
4-10-1939;85;Waterstand;Rust 2050;m;8,66
5-10-1939;85;Waterstand;Rust 2050;m;8,63
6-10-1939;85;Waterstand;Rust 2050;m;8,63
7-10-1939;85;Waterstand;Rust 2050;m;8,64
8-10-1939;85;Waterstand;Rust 2050;m;8,65
9-10-1939;85;Waterstand;Rust 2050;m;8,76
10-10-1939;85;Waterstand;Rust 2050;m;9,15
11-10-1939;85;Waterstand;Rust 2050;m;9,72
12-10-1939;85;Waterstand;Rust 2050;m;10,13
13-10-1939;85;Waterstand;Rust 2050;m;10,33
14-10-1939;85;Waterstand;Rust 2050;m;10,56
15-10-1939;85;Waterstand;Rust 2050;m;11,08
16-10-1939;85;Waterstand;Rust 2050;m;12
17-10-1939;85;Waterstand;Rust 2050;m;13,12
18-10-1939;85;Waterstand;Rust 2050;m;13,99
19-10-1939;85;Waterstand;Rust 2050;m;14,45
20-10-1939;85;Waterstand;Rust 2050;m;14,87
21-10-1939;85;Waterstand;Rust 2050;m;15,23
22-10-1939;85;Waterstand;Rust 2050;m;15,42
23-10-1939;85;Waterstand;Rust 2050;m;15,48
24-10-1939;85;Waterstand;Rust 2050;m;15,38
25-10-1939;85;Waterstand;Rust 2050;m;15,2
26-10-1939;85;Waterstand;Rust 2050;m;14,99
27-10-1939;85;Waterstand;Rust 2050;m;14,86
28-10-1939;85;Waterstand;Rust 2050;m;14,95
29-10-1939;85;Waterstand;Rust 2050;m;15,11
30-10-1939;85;Waterstand;Rust 2050;m;15,09
31-10-1939;85;Waterstand;Rust 2050;m;14,98
1-11-1939;85;Waterstand;Rust 2050;m;14,78
2-11-1939;85;Waterstand;Rust 2050;m;14,42
3-11-1939;85;Waterstand;Rust 2050;m;14,02
4-11-1939;85;Waterstand;Rust 2050;m;13,69
5-11-1939;85;Waterstand;Rust 2050;m;13,46
6-11-1939;85;Waterstand;Rust 2050;m;13,16
7-11-1939;85;Waterstand;Rust 2050;m;12,93
8-11-1939;85;Waterstand;Rust 2050;m;12,93
9-11-1939;85;Waterstand;Rust 2050;m;12,99
10-11-1939;85;Waterstand;Rust 2050;m;13,14
11-11-1939;85;Waterstand;Rust 2050;m;13,2
12-11-1939;85;Waterstand;Rust 2050;m;13,14
13-11-1939;85;Waterstand;Rust 2050;m;13,08
14-11-1939;85;Waterstand;Rust 2050;m;13,02
15-11-1939;85;Waterstand;Rust 2050;m;12,87
16-11-1939;85;Waterstand;Rust 2050;m;12,61
17-11-1939;85;Waterstand;Rust 2050;m;12,36
18-11-1939;85;Waterstand;Rust 2050;m;12,22
19-11-1939;85;Waterstand;Rust 2050;m;12,43
20-11-1939;85;Waterstand;Rust 2050;m;13,15
21-11-1939;85;Waterstand;Rust 2050;m;14,29
22-11-1939;85;Waterstand;Rust 2050;m;15,09
23-11-1939;85;Waterstand;Rust 2050;m;15,35
24-11-1939;85;Waterstand;Rust 2050;m;15,38
25-11-1939;85;Waterstand;Rust 2050;m;15,27
26-11-1939;85;Waterstand;Rust 2050;m;15,11
27-11-1939;85;Waterstand;Rust 2050;m;15,09
28-11-1939;85;Waterstand;Rust 2050;m;15,43
29-11-1939;85;Waterstand;Rust 2050;m;15,9
30-11-1939;85;Waterstand;Rust 2050;m;16,14
1-12-1939;85;Waterstand;Rust 2050;m;16,39
2-12-1939;85;Waterstand;Rust 2050;m;16,62
3-12-1939;85;Waterstand;Rust 2050;m;16,56
4-12-1939;85;Waterstand;Rust 2050;m;16,34
5-12-1939;85;Waterstand;Rust 2050;m;16,04
6-12-1939;85;Waterstand;Rust 2050;m;15,79
7-12-1939;85;Waterstand;Rust 2050;m;15,61
8-12-1939;85;Waterstand;Rust 2050;m;15,43
9-12-1939;85;Waterstand;Rust 2050;m;15,28
10-12-1939;85;Waterstand;Rust 2050;m;15,13
11-12-1939;85;Waterstand;Rust 2050;m;14,88
12-12-1939;85;Waterstand;Rust 2050;m;14,7
13-12-1939;85;Waterstand;Rust 2050;m;14,66
14-12-1939;85;Waterstand;Rust 2050;m;14,67
15-12-1939;85;Waterstand;Rust 2050;m;14,69
16-12-1939;85;Waterstand;Rust 2050;m;14,63
17-12-1939;85;Waterstand;Rust 2050;m;14,37
18-12-1939;85;Waterstand;Rust 2050;m;13,96
19-12-1939;85;Waterstand;Rust 2050;m;13,53
20-12-1939;85;Waterstand;Rust 2050;m;13,08
21-12-1939;85;Waterstand;Rust 2050;m;12,64
22-12-1939;85;Waterstand;Rust 2050;m;12,22
23-12-1939;85;Waterstand;Rust 2050;m;11,85
24-12-1939;85;Waterstand;Rust 2050;m;11,52
25-12-1939;85;Waterstand;Rust 2050;m;11,17
26-12-1939;85;Waterstand;Rust 2050;m;10,89
27-12-1939;85;Waterstand;Rust 2050;m;10,71
28-12-1939;85;Waterstand;Rust 2050;m;
29-12-1939;85;Waterstand;Rust 2050;m;
30-12-1939;85;Waterstand;Rust 2050;m;
31-12-1939;85;Waterstand;Rust 2050;m;
2-1-1940;85;Waterstand;Rust 2050;m;9,77
3-1-1940;85;Waterstand;Rust 2050;m;9,65
4-1-1940;85;Waterstand;Rust 2050;m;9,54
5-1-1940;85;Waterstand;Rust 2050;m;9,43
6-1-1940;85;Waterstand;Rust 2050;m;9,35
7-1-1940;85;Waterstand;Rust 2050;m;9,27
8-1-1940;85;Waterstand;Rust 2050;m;9,19
9-1-1940;85;Waterstand;Rust 2050;m;9,16
10-1-1940;85;Waterstand;Rust 2050;m;9,17
11-1-1940;85;Waterstand;Rust 2050;m;9,14
12-1-1940;85;Waterstand;Rust 2050;m;9,09
13-1-1940;85;Waterstand;Rust 2050;m;9,13
14-1-1940;85;Waterstand;Rust 2050;m;9,12
15-1-1940;85;Waterstand;Rust 2050;m;8,97
16-1-1940;85;Waterstand;Rust 2050;m;8,9
17-1-1940;85;Waterstand;Rust 2050;m;8,98
18-1-1940;85;Waterstand;Rust 2050;m;8,98
19-1-1940;85;Waterstand;Rust 2050;m;8,83
20-1-1940;85;Waterstand;Rust 2050;m;8,73
21-1-1940;85;Waterstand;Rust 2050;m;8,73
22-1-1940;85;Waterstand;Rust 2050;m;8,58
23-1-1940;85;Waterstand;Rust 2050;m;8,35
24-1-1940;85;Waterstand;Rust 2050;m;8,36
25-1-1940;85;Waterstand;Rust 2050;m;8,42
26-1-1940;85;Waterstand;Rust 2050;m;8,47
27-1-1940;85;Waterstand;Rust 2050;m;8,41
28-1-1940;85;Waterstand;Rust 2050;m;8,46
29-1-1940;85;Waterstand;Rust 2050;m;8,59
30-1-1940;85;Waterstand;Rust 2050;m;8,69
31-1-1940;85;Waterstand;Rust 2050;m;8,75
1-2-1940;85;Waterstand;Rust 2050;m;8,81
2-2-1940;85;Waterstand;Rust 2050;m;8,91
3-2-1940;85;Waterstand;Rust 2050;m;8,66
4-2-1940;85;Waterstand;Rust 2050;m;8,43
5-2-1940;85;Waterstand;Rust 2050;m;9,11
6-2-1940;85;Waterstand;Rust 2050;m;10,06
7-2-1940;85;Waterstand;Rust 2050;m;10,09
8-2-1940;85;Waterstand;Rust 2050;m;9,81
9-2-1940;85;Waterstand;Rust 2050;m;10,93
10-2-1940;85;Waterstand;Rust 2050;m;12,67
11-2-1940;85;Waterstand;Rust 2050;m;13,12
12-2-1940;85;Waterstand;Rust 2050;m;12,59
13-2-1940;85;Waterstand;Rust 2050;m;11,71
14-2-1940;85;Waterstand;Rust 2050;m;10,82
15-2-1940;85;Waterstand;Rust 2050;m;10,12
16-2-1940;85;Waterstand;Rust 2050;m;9,38
17-2-1940;85;Waterstand;Rust 2050;m;8,98
18-2-1940;85;Waterstand;Rust 2050;m;8,96
19-2-1940;85;Waterstand;Rust 2050;m;9
20-2-1940;85;Waterstand;Rust 2050;m;8,99
21-2-1940;85;Waterstand;Rust 2050;m;9,27
22-2-1940;85;Waterstand;Rust 2050;m;10,72
23-2-1940;85;Waterstand;Rust 2050;m;12,21
24-2-1940;85;Waterstand;Rust 2050;m;12,4
25-2-1940;85;Waterstand;Rust 2050;m;12,44
26-2-1940;85;Waterstand;Rust 2050;m;12,46
27-2-1940;85;Waterstand;Rust 2050;m;12,5
28-2-1940;85;Waterstand;Rust 2050;m;12,45
29-2-1940;85;Waterstand;Rust 2050;m;12,46
1-3-1940;85;Waterstand;Rust 2050;m;12,56
2-3-1940;85;Waterstand;Rust 2050;m;12,81
3-3-1940;85;Waterstand;Rust 2050;m;13,02
4-3-1940;85;Waterstand;Rust 2050;m;12,92
5-3-1940;85;Waterstand;Rust 2050;m;12,52
6-3-1940;85;Waterstand;Rust 2050;m;12,06
7-3-1940;85;Waterstand;Rust 2050;m;11,52
8-3-1940;85;Waterstand;Rust 2050;m;10,95
9-3-1940;85;Waterstand;Rust 2050;m;10,54
10-3-1940;85;Waterstand;Rust 2050;m;10,25
11-3-1940;85;Waterstand;Rust 2050;m;10,05
12-3-1940;85;Waterstand;Rust 2050;m;9,93
13-3-1940;85;Waterstand;Rust 2050;m;9,89
14-3-1940;85;Waterstand;Rust 2050;m;10,06
15-3-1940;85;Waterstand;Rust 2050;m;10,88
16-3-1940;85;Waterstand;Rust 2050;m;12,22
17-3-1940;85;Waterstand;Rust 2050;m;13,15
18-3-1940;85;Waterstand;Rust 2050;m;13,52
19-3-1940;85;Waterstand;Rust 2050;m;14,02
20-3-1940;85;Waterstand;Rust 2050;m;14,7
21-3-1940;85;Waterstand;Rust 2050;m;15,03
22-3-1940;85;Waterstand;Rust 2050;m;15,15
23-3-1940;85;Waterstand;Rust 2050;m;15,17
24-3-1940;85;Waterstand;Rust 2050;m;15,08
25-3-1940;85;Waterstand;Rust 2050;m;14,9
26-3-1940;85;Waterstand;Rust 2050;m;14,63
27-3-1940;85;Waterstand;Rust 2050;m;14,27
28-3-1940;85;Waterstand;Rust 2050;m;13,88
29-3-1940;85;Waterstand;Rust 2050;m;13,57
30-3-1940;85;Waterstand;Rust 2050;m;13,4
31-3-1940;85;Waterstand;Rust 2050;m;13,25
1-4-1940;85;Waterstand;Rust 2050;m;13,01
2-4-1940;85;Waterstand;Rust 2050;m;12,73
3-4-1940;85;Waterstand;Rust 2050;m;12,44
4-4-1940;85;Waterstand;Rust 2050;m;12,19
5-4-1940;85;Waterstand;Rust 2050;m;12,12
6-4-1940;85;Waterstand;Rust 2050;m;12,3
7-4-1940;85;Waterstand;Rust 2050;m;12,65
8-4-1940;85;Waterstand;Rust 2050;m;12,98
9-4-1940;85;Waterstand;Rust 2050;m;13,2
10-4-1940;85;Waterstand;Rust 2050;m;13,2
11-4-1940;85;Waterstand;Rust 2050;m;12,99
12-4-1940;85;Waterstand;Rust 2050;m;12,64
13-4-1940;85;Waterstand;Rust 2050;m;12,36
14-4-1940;85;Waterstand;Rust 2050;m;12,07
15-4-1940;85;Waterstand;Rust 2050;m;11,88
16-4-1940;85;Waterstand;Rust 2050;m;11,75
17-4-1940;85;Waterstand;Rust 2050;m;11,74
18-4-1940;85;Waterstand;Rust 2050;m;11,76
19-4-1940;85;Waterstand;Rust 2050;m;11,88
20-4-1940;85;Waterstand;Rust 2050;m;12,17
21-4-1940;85;Waterstand;Rust 2050;m;12,47
22-4-1940;85;Waterstand;Rust 2050;m;12,58
23-4-1940;85;Waterstand;Rust 2050;m;12,38
24-4-1940;85;Waterstand;Rust 2050;m;11,89
25-4-1940;85;Waterstand;Rust 2050;m;11,37
26-4-1940;85;Waterstand;Rust 2050;m;10,96
27-4-1940;85;Waterstand;Rust 2050;m;10,71
28-4-1940;85;Waterstand;Rust 2050;m;10,57
29-4-1940;85;Waterstand;Rust 2050;m;10,43
30-4-1940;85;Waterstand;Rust 2050;m;10,43
1-5-1940;85;Waterstand;Rust 2050;m;10,49
2-5-1940;85;Waterstand;Rust 2050;m;10,54
3-5-1940;85;Waterstand;Rust 2050;m;10,46
4-5-1940;85;Waterstand;Rust 2050;m;10,34
5-5-1940;85;Waterstand;Rust 2050;m;10,29
6-5-1940;85;Waterstand;Rust 2050;m;10,33
7-5-1940;85;Waterstand;Rust 2050;m;10,41
8-5-1940;85;Waterstand;Rust 2050;m;10,46
9-5-1940;85;Waterstand;Rust 2050;m;10,46
10-5-1940;85;Waterstand;Rust 2050;m;10,37
11-5-1940;85;Waterstand;Rust 2050;m;10,25
12-5-1940;85;Waterstand;Rust 2050;m;10,08
13-5-1940;85;Waterstand;Rust 2050;m;9,89
14-5-1940;85;Waterstand;Rust 2050;m;9,69
15-5-1940;85;Waterstand;Rust 2050;m;9,54
16-5-1940;85;Waterstand;Rust 2050;m;9,39
17-5-1940;85;Waterstand;Rust 2050;m;9,27
18-5-1940;85;Waterstand;Rust 2050;m;9,18
19-5-1940;85;Waterstand;Rust 2050;m;9,12
20-5-1940;85;Waterstand;Rust 2050;m;9,06
21-5-1940;85;Waterstand;Rust 2050;m;9,04
22-5-1940;85;Waterstand;Rust 2050;m;9,02
23-5-1940;85;Waterstand;Rust 2050;m;8,98
24-5-1940;85;Waterstand;Rust 2050;m;8,95
25-5-1940;85;Waterstand;Rust 2050;m;8,92
26-5-1940;85;Waterstand;Rust 2050;m;8,87
27-5-1940;85;Waterstand;Rust 2050;m;8,85
28-5-1940;85;Waterstand;Rust 2050;m;8,87
29-5-1940;85;Waterstand;Rust 2050;m;8,88
30-5-1940;85;Waterstand;Rust 2050;m;8,88
31-5-1940;85;Waterstand;Rust 2050;m;8,88
1-6-1940;85;Waterstand;Rust 2050;m;8,88
2-6-1940;85;Waterstand;Rust 2050;m;9,01
3-6-1940;85;Waterstand;Rust 2050;m;9,34
4-6-1940;85;Waterstand;Rust 2050;m;9,78
5-6-1940;85;Waterstand;Rust 2050;m;10,07
6-6-1940;85;Waterstand;Rust 2050;m;10,11
