Datum,Makkink (mm),G_lower,G_center,G_upper,H_lower,H_center,H_upper,Hplus_lower,Hplus_center,Hplus_upper,L_lower,L_center,L_upper
9/4/1909,1.211,14.7697,15.011,15.2334,14.7697,15.011,15.2334,14.7697,15.011,15.2334,14.7697,15.011,15.2334
9/5/1909,3.051,0.5181,0.5266,0.5344,0.5181,0.5266,0.5344,0.5181,0.5266,0.5344,0.5181,0.5266,0.5344
9/6/1909,1.107,3.6584,3.6142,3.5702,3.6584,3.6142,3.5702,3.6584,3.6142,3.5702,3.6584,3.6142,3.5702
9/7/1909,2.448,7.1623,7.023,6.8838,7.1623,7.023,6.8838,7.1623,7.023,6.8838,7.1623,7.023,6.8838
9/8/1909,2.032,0.2698,0.2632,0.2564,0.2698,0.2632,0.2564,0.2698,0.2632,0.2564,0.2698,0.2632,0.2564
9/9/1909,2.638,0,0,0,0,0,0,0,0,0,0,0,0
9/10/1909,2.46,0,0,0,0,0,0,0,0,0,0,0,0
9/11/1909,3.065,0,0,0,0,0,0,0,0,0,0,0,0
9/12/1909,0.943,0.2954,0.2648,0.2342,0.2954,0.2648,0.2342,0.2954,0.2648,0.2342,0.2954,0.2648,0.2342
9/13/1909,1.067,0,0,0,0,0,0,0,0,0,0,0,0
9/14/1909,2.074,0,0,0,0,0,0,0,0,0,0,0,0
9/15/1909,0.871,0.745,0.6845,0.6345,0.745,0.6845,0.6345,0.745,0.6845,0.6345,0.745,0.6845,0.6345
9/16/1909,1.651,0,0,0,0,0,0,0,0,0,0,0,0
9/17/1909,1.373,0,0,0,0,0,0,0,0,0,0,0,0
9/18/1909,1.012,0,0,0,0,0,0,0,0,0,0,0,0
9/19/1909,0.858,5.7371,5.5473,5.3574,5.7371,5.5473,5.3574,5.7371,5.5473,5.3574,5.7371,5.5473,5.3574
9/20/1909,0.871,6.1122,6.0241,5.936,6.1122,6.0241,5.936,6.1122,6.0241,5.936,6.1122,6.0241,5.936
9/21/1909,1.475,0.1328,0.1309,0.129,0.1328,0.1309,0.129,0.1328,0.1309,0.129,0.1328,0.1309,0.129
9/22/1909,2.615,0,0,0,0,0,0,0,0,0,0,0,0
9/23/1909,2.002,0,0,0,0,0,0,0,0,0,0,0,0
9/24/1909,1.186,2.3593,2.1986,2.058,2.3593,2.1986,2.058,2.3593,2.1986,2.058,2.3593,2.1986,2.058
9/25/1909,0.952,0,0,0,0,0,0,0,0,0,0,0,0
9/26/1909,1.287,7.8212,7.6914,7.5815,7.8212,7.6914,7.5815,7.8212,7.6914,7.5815,7.8212,7.6914,7.5815
9/27/1909,0.786,0,0,0,0,0,0,0,0,0,0,0,0
9/28/1909,0.857,5.3149,5.2149,5.1151,5.3149,5.2149,5.1151,5.3149,5.2149,5.1151,5.3149,5.2149,5.1151
9/29/1909,0.794,0.4371,0.3972,0.3576,0.4371,0.3972,0.3576,0.4371,0.3972,0.3576,0.4371,0.3972,0.3576
9/30/1909,2.152,0,0,0,0,0,0,0,0,0,0,0,0
10/1/1909,1.19,0,0,0,0,0,0,0,0,0,0,0,0
10/2/1909,2.074,0,0,0,0,0,0,0,0,0,0,0,0
10/3/1909,0.677,9.6634,9.6914,9.7193,10.436472,10.466712,10.496844,11.016276,11.048196,11.080002,8.986962,9.013002,9.038949
10/4/1909,0.707,32.386,33.4348,34.484,34.97688,36.109584,37.24272,36.92004,38.115672,39.31176,30.11898,31.094364,32.07012
10/5/1909,0.743,4.1531,4.1608,4.1629,4.305332,4.318056,4.495932,4.419506,4.435998,4.745706,4.019897,4.023201,3.871497
10/6/1909,2.013,1.828,1.7833,1.734,1.828,1.7833,1.87272,1.828,1.7833,1.97676,1.828,1.7833,1.61262
10/7/1909,1.773,0,0,0,0,0,0,0,0,0,0,0,0
10/8/1909,1.115,13.1255,12.9863,12.8571,13.1255,12.9863,12.8571,13.1255,12.9863,12.8571,13.1255,12.9863,12.8571
10/9/1909,1.16,0.1354,0.1347,0.1342,0.1354,0.1347,0.1342,0.1354,0.1347,0.1342,0.1354,0.1347,0.1342
10/10/1909,1.66,0,0,0,0,0,0,0,0,0,0,0,0
10/11/1909,1.323,0,0,0,0,0,0,0,0,0,0,0,0
10/12/1909,1.466,0.1691,0.1492,0.1293,0.1691,0.1492,0.1293,0.1691,0.1492,0.1293,0.1691,0.1492,0.1293
10/13/1909,1.048,2.5978,2.5561,2.5145,2.5978,2.5561,2.5145,2.5978,2.5561,2.5145,2.5978,2.5561,2.5145
10/14/1909,0.879,9.5097,9.3812,9.2529,9.5097,9.3812,9.2529,9.5097,9.3812,9.2529,9.5097,9.3812,9.2529
10/15/1909,0.564,2.4014,2.3611,2.3164,2.4014,2.3611,2.3164,2.4014,2.3611,2.3164,2.4014,2.3611,2.3164
10/16/1909,0.543,9.4995,9.3807,9.2573,9.4995,9.3807,9.2573,9.4995,9.3807,9.2573,9.4995,9.3807,9.2573
10/17/1909,0.647,0.4362,0.4185,0.4025,0.4362,0.4185,0.4025,0.4362,0.4185,0.4025,0.4362,0.4185,0.4025
10/18/1909,0.751,1.3377,1.2644,1.1991,1.3377,1.2644,1.1991,1.3377,1.2644,1.1991,1.3377,1.2644,1.1991
10/19/1909,0.892,0,0,0,0,0,0,0,0,0,0,0,0
10/20/1909,0.712,0,0,0,0,0,0,0,0,0,0,0,0
10/21/1909,0.57,0,0,0,0,0,0,0,0,0,0,0,0
10/22/1909,0.807,0.1739,0.1535,0.133,0.1739,0.1535,0.133,0.1739,0.1535,0.133,0.1739,0.1535,0.133
10/23/1909,0.465,0.1728,0.1524,0.1372,0.1728,0.1524,0.1372,0.1728,0.1524,0.1372,0.1728,0.1524,0.1372
10/24/1909,0.704,2.2626,2.1422,2.037,2.2626,2.1422,2.037,2.2626,2.1422,2.037,2.2626,2.1422,2.037
10/25/1909,0.573,5.3771,5.2972,5.2264,5.3771,5.2972,5.2264,5.3771,5.2972,5.2264,5.3771,5.2972,5.2264
10/26/1909,0.89,1.2272,1.2168,1.2072,1.2272,1.2168,1.2072,1.2272,1.2168,1.2072,1.2272,1.2168,1.2072
10/27/1909,0.381,22.3181,22.6941,23.0488,22.3181,22.6941,23.0488,22.3181,22.6941,23.0488,22.3181,22.6941,23.0488
10/28/1909,0.396,11.8569,11.9841,12.0945,11.8569,11.9841,12.0945,11.8569,11.9841,12.0945,11.8569,11.9841,12.0945
10/29/1909,0.476,1.461,1.3835,1.314,1.461,1.3835,1.314,1.461,1.3835,1.314,1.461,1.3835,1.314
10/30/1909,0.392,0.2936,0.2772,0.2626,0.2936,0.2772,0.2626,0.2936,0.2772,0.2626,0.2936,0.2772,0.2626
10/31/1909,0.472,0,0,0,0,0,0,0,0,0,0,0,0
11/1/1909,0.469,0,0,0,0,0,0,0,0,0,0,0,0
11/2/1909,0.456,0,0,0,0,0,0,0,0,0,0,0,0
11/3/1909,0.411,1.4171,1.3567,1.2865,1.4171,1.3567,1.2865,1.4171,1.3567,1.2865,1.4171,1.3567,1.2865
11/4/1909,0.758,0,0,0,0,0,0,0,0,0,0,0,0
11/5/1909,0.325,0,0,0,0,0,0,0,0,0,0,0,0
11/6/1909,0.304,0,0,0,0,0,0,0,0,0,0,0,0
11/7/1909,0.499,0.9982,0.9544,0.9107,0.9982,0.9544,0.9107,0.9982,0.9544,0.9107,0.9982,0.9544,0.9107
11/8/1909,0.941,0.1426,0.1363,0.1301,0.1426,0.1363,0.1301,0.1426,0.1363,0.1301,0.1426,0.1363,0.1301
11/9/1909,0.894,0,0,0,0,0,0,0,0,0,0,0,0
11/10/1909,0.669,7.6785,7.6284,7.575,7.6785,7.6284,7.575,7.6785,7.6284,7.575,7.6785,7.6284,7.575
11/11/1909,0.321,7.824,7.8174,7.8039,7.824,7.8174,7.8039,7.824,7.8174,7.8039,7.824,7.8174,7.8039
11/12/1909,0.302,5.2577,5.2252,5.1955,5.2577,5.2252,5.1955,5.2577,5.2252,5.1955,5.2577,5.2252,5.1955
11/13/1909,0.774,1.6682,1.6041,1.5527,1.6682,1.6041,1.5527,1.6682,1.6041,1.5527,1.6682,1.6041,1.5527
11/14/1909,0.254,0.3052,0.289,0.277,0.3052,0.289,0.277,0.3052,0.289,0.277,0.3052,0.289,0.277
11/15/1909,0.714,0,0,0,0,0,0,0,0,0,0,0,0
11/16/1909,0.278,0,0,0,0,0,0,0,0,0,0,0,0
11/17/1909,0.634,0,0,0,0,0,0,0,0,0,0,0,0
11/18/1909,0.695,0,0,0,0,0,0,0,0,0,0,0,0
11/19/1909,0.667,0,0,0,0,0,0,0,0,0,0,0,0
11/20/1909,0.305,1.5127,1.4922,1.4715,1.5127,1.4922,1.4715,1.5127,1.4922,1.4715,1.5127,1.4922,1.4715
11/21/1909,0.456,4.5817,4.508,4.4346,4.5817,4.508,4.4346,4.5817,4.508,4.4346,4.5817,4.508,4.4346
11/22/1909,0.41,1.5659,1.5204,1.4752,1.5659,1.5204,1.4752,1.5659,1.5204,1.4752,1.5659,1.5204,1.4752
11/23/1909,0.486,0,0,0,0,0,0,0,0,0,0,0,0
11/24/1909,0.211,8.3035,8.2445,8.1943,8.3035,8.2445,8.1943,8.3035,8.2445,8.1943,8.3035,8.2445,8.1943
11/25/1909,0.233,0.6749,0.674,0.674,0.6749,0.674,0.674,0.6749,0.674,0.674,0.6749,0.674,0.674
11/26/1909,0.198,0,0,0,0,0,0,0,0,0,0,0,0
11/27/1909,0.185,0,0,0,0,0,0,0,0,0,0,0,0
11/28/1909,0.198,2.4926,2.4222,2.3688,2.4926,2.4222,2.3688,2.4926,2.4222,2.3688,2.4926,2.4222,2.3688
11/29/1909,0.22,6.6366,6.6647,6.6956,6.6366,6.6647,6.6956,6.6366,6.6647,6.6956,6.6366,6.6647,6.6956
11/30/1909,0.219,7.3597,7.3931,7.4265,7.3597,7.3931,7.4265,7.3597,7.3931,7.4265,7.3597,7.3931,7.4265
12/1/1909,0.193,14.9678,15.0676,15.157,14.9678,15.0676,15.157,14.9678,15.0676,15.157,14.9678,15.0676,15.157
12/2/1909,0.204,11.9352,12.1315,12.3215,11.9352,12.1315,12.3215,11.9352,12.1315,12.3215,11.9352,12.1315,12.3215
12/3/1909,0.46,7.5384,7.6621,7.782,7.5384,7.6621,7.782,7.5384,7.6621,7.782,7.5384,7.6621,7.782
12/4/1909,0.185,15.7054,15.8506,15.9957,15.7054,15.8506,15.9957,15.7054,15.8506,15.9957,15.7054,15.8506,15.9957
12/5/1909,0.419,2.6454,2.6803,2.7149,2.6454,2.6803,2.7149,2.6454,2.6803,2.7149,2.6454,2.6803,2.7149
12/6/1909,0.175,9.0502,8.9501,8.8701,9.0502,8.9501,8.8701,9.0502,8.9501,8.8701,9.0502,8.9501,8.8701
12/7/1909,0.176,2.313,2.283,2.2529,2.313,2.283,2.2529,2.313,2.283,2.2529,2.313,2.283,2.2529
12/8/1909,0.159,1.542,1.522,1.5019,1.542,1.522,1.5019,1.542,1.522,1.5019,1.542,1.522,1.5019
12/9/1909,0.311,0.2639,0.2538,0.2334,0.2639,0.2538,0.2334,0.2639,0.2538,0.2334,0.2639,0.2538,0.2334
12/10/1909,0.156,0,0,0,0,0,0,0,0,0,0,0,0
12/11/1909,0.173,0,0,0,0,0,0,0,0,0,0,0,0
12/12/1909,0.159,0,0,0,0,0,0,0,0,0,0,0,0
12/13/1909,0.396,0,0,0,0,0,0,0,0,0,0,0,0
12/14/1909,0.202,0,0,0,0,0,0,0,0,0,0,0,0
12/15/1909,0.44,0,0,0,0,0,0,0,0,0,0,0,0
12/16/1909,0.217,0,0,0,0,0,0,0,0,0,0,0,0
12/17/1909,0.189,9.5305,9.6469,9.7572,9.5305,9.6469,9.7572,9.5305,9.6469,9.7572,9.5305,9.6469,9.7572
12/18/1909,0.158,12.7818,12.8353,12.8849,12.7818,12.8353,12.8849,12.7818,12.8353,12.8849,12.7818,12.8353,12.8849
12/19/1909,0.147,0,0,0,0,0,0,0,0,0,0,0,0
12/20/1909,0.324,2.5499,2.4999,2.4399,2.5499,2.4999,2.4399,2.5499,2.4999,2.4399,2.5499,2.4999,2.4399
12/21/1909,0.404,0,0,0,0,0,0,0,0,0,0,0,0
12/22/1909,0.162,24.5052,24.8792,25.26,24.5052,24.8792,25.26,24.5052,24.8792,25.26,24.5052,24.8792,25.26
12/23/1909,0.206,18.5519,18.7766,19.0132,18.5519,18.7766,19.0132,18.5519,18.7766,19.0132,18.5519,18.7766,19.0132
12/24/1909,0.225,1.1557,1.1572,1.1598,1.1557,1.1572,1.1598,1.1557,1.1572,1.1598,1.1557,1.1572,1.1598
12/25/1909,0.244,0.7768,0.7567,0.7317,0.7768,0.7567,0.7317,0.7768,0.7567,0.7317,0.7768,0.7567,0.7317
12/26/1909,0.169,1.7199,1.6598,1.6046,1.7199,1.6598,1.6046,1.7199,1.6598,1.6046,1.7199,1.6598,1.6046
12/27/1909,0.184,0,0,0,0,0,0,0,0,0,0,0,0
12/28/1909,0.301,5.397,5.3072,5.217,5.397,5.3072,5.217,5.397,5.3072,5.217,5.397,5.3072,5.217
12/29/1909,0.379,0.7879,0.7778,0.7677,0.7879,0.7778,0.7677,0.7879,0.7778,0.7677,0.7879,0.7778,0.7677
12/30/1909,0.178,0,0,0,0,0,0,0,0,0,0,0,0
12/31/1909,0.166,1.7728,1.7327,1.6926,1.7728,1.7327,1.6926,1.7728,1.7327,1.6926,1.7728,1.7327,1.6926
1/1/1910,0.524,0,0,0,0,0,0,0,0,0,0,0,0
1/2/1910,0.183,0,0,0,0,0,0,0,0,0,0,0,0
1/3/1910,0.191,0,0,0,0,0,0,0,0,0,0,0,0
1/4/1910,0.225,0,0,0,0,0,0,0,0,0,0,0,0
1/5/1910,0.183,0,0,0,0,0,0,0,0,0,0,0,0
1/6/1910,0.18,0.1192,0.1093,0.1093,0.1192,0.1093,0.1093,0.1192,0.1093,0.1093,0.1192,0.1093,0.1093
1/7/1910,0.192,0,0,0,0,0,0,0,0,0,0,0,0
1/8/1910,0.534,0,0,0,0,0,0,0,0,0,0,0,0
1/9/1910,0.195,0,0,0,0,0,0,0,0,0,0,0,0
1/10/1910,0.307,4.9386,4.8812,4.8237,4.9386,4.8812,4.8237,4.9386,4.8812,4.8237,4.9386,4.8812,4.8237
1/11/1910,0.278,3.3422,3.3203,3.2982,3.3422,3.3203,3.2982,3.3422,3.3203,3.2982,3.3422,3.3203,3.2982
1/12/1910,0.441,3.6087,3.5701,3.5359,3.6087,3.5701,3.5359,3.6087,3.5701,3.5359,3.6087,3.5701,3.5359
1/13/1910,0.383,0.7503,0.7286,0.7123,0.7503,0.7286,0.7123,0.7503,0.7286,0.7123,0.7503,0.7286,0.7123
1/14/1910,0.208,2.1319,2.092,2.0519,2.1319,2.092,2.0519,2.1319,2.092,2.0519,2.1319,2.092,2.0519
1/15/1910,0.613,0,0,0,0,0,0,0,0,0,0,0,0
1/16/1910,0.235,2.3496,2.3319,2.308,2.3496,2.3319,2.308,2.3496,2.3319,2.308,2.3496,2.3319,2.308
1/17/1910,0.297,10.9352,11.0212,11.096,10.9352,11.0212,11.096,10.9352,11.0212,11.096,10.9352,11.0212,11.096
1/18/1910,0.248,5.4896,5.5065,5.5262,5.4896,5.5065,5.5262,5.4896,5.5065,5.5262,5.4896,5.5065,5.5262
1/19/1910,0.433,1.2796,1.255,1.2237,1.2796,1.255,1.2237,1.2796,1.255,1.2237,1.2796,1.255,1.2237
1/20/1910,0.323,0.6197,0.611,0.5992,0.6197,0.611,0.5992,0.6197,0.611,0.5992,0.6197,0.611,0.5992
1/21/1910,0.397,1.4877,1.4667,1.4383,1.4877,1.4667,1.4383,1.4877,1.4667,1.4383,1.4877,1.4667,1.4383
1/22/1910,0.524,1.3282,1.2982,1.2683,1.3282,1.2982,1.2683,1.3282,1.2982,1.2683,1.3282,1.2982,1.2683
1/23/1910,0.494,0,0,0,0,0,0,0,0,0,0,0,0
1/24/1910,0.222,10.3033,10.2755,10.2279,10.3033,10.2755,10.2279,10.3033,10.2755,10.2279,10.3033,10.2755,10.2279
1/25/1910,0.225,0.9047,0.8848,0.8686,0.9047,0.8848,0.8686,0.9047,0.8848,0.8686,0.9047,0.8848,0.8686
1/26/1910,0.212,8.9012,8.9152,8.9256,8.9012,8.9152,8.9256,8.9012,8.9152,8.9256,8.9012,8.9152,8.9256
1/27/1910,0.501,0.9994,1.0038,1.0071,0.9994,1.0038,1.0071,0.9994,1.0038,1.0071,0.9994,1.0038,1.0071
1/28/1910,0.225,3.4586,3.4586,3.4586,3.4586,3.4586,3.4586,3.4586,3.4586,3.4586,3.4586,3.4586,3.4586
1/29/1910,0.571,7.1638,7.1638,7.1638,7.1638,7.1638,7.1638,7.1638,7.1638,7.1638,7.1638,7.1638,7.1638
1/30/1910,0.627,3.095,3.0852,3.0852,3.095,3.0852,3.0852,3.095,3.0852,3.0852,3.095,3.0852,3.0852
1/31/1910,0.664,0,0,0,0,0,0,0,0,0,0,0,0
2/1/1910,0.436,0,0,0,0,0,0,0,0,0,0,0,0
2/2/1910,0.493,0.2562,0.2463,0.2364,0.2562,0.2463,0.2364,0.2562,0.2463,0.2364,0.2562,0.2463,0.2364
2/3/1910,0.258,0,0,0,0,0,0,0,0,0,0,0,0
2/4/1910,0.261,0,0,0,0,0,0,0,0,0,0,0,0
2/5/1910,0.382,0.2492,0.2508,0.2518,0.2492,0.2508,0.2518,0.2492,0.2508,0.2518,0.2492,0.2508,0.2518
2/6/1910,0.321,9.4697,9.5253,9.5621,9.4697,9.5253,9.5621,9.4697,9.5253,9.5621,9.4697,9.5253,9.5621
2/7/1910,0.338,14.1745,14.2626,14.3598,14.1745,14.2626,14.3598,14.1745,14.2626,14.3598,14.1745,14.2626,14.3598
2/8/1910,0.421,3.8807,3.8857,3.9008,3.8807,3.8857,3.9008,3.8807,3.8857,3.9008,3.8807,3.8857,3.9008
2/9/1910,0.85,0,0,0,0,0,0,0,0,0,0,0,0
2/10/1910,0.303,0.1249,0.1244,0.1236,0.1249,0.1244,0.1236,0.1249,0.1244,0.1236,0.1249,0.1244,0.1236
2/11/1910,0.357,5.6232,5.5859,5.5433,5.6232,5.5859,5.5433,5.6232,5.5859,5.5433,5.6232,5.5859,5.5433
2/12/1910,0.829,1.5089,1.487,1.4604,1.5089,1.487,1.4604,1.5089,1.487,1.4604,1.5089,1.487,1.4604
2/13/1910,0.464,0,0,0,0,0,0,0,0,0,0,0,0
2/14/1910,0.904,0,0,0,0,0,0,0,0,0,0,0,0
2/15/1910,0.323,10.3426,10.4256,10.5088,10.3426,10.4256,10.5088,10.3426,10.4256,10.5088,10.3426,10.4256,10.5088
2/16/1910,1.049,1.1303,1.1274,1.1245,1.1303,1.1274,1.1245,1.1303,1.1274,1.1245,1.1303,1.1274,1.1245
2/17/1910,0.402,0,0,0,0,0,0,0,0,0,0,0,0
2/18/1910,0.415,3.6279,3.5879,3.5381,3.6279,3.5879,3.5381,3.6279,3.5879,3.5381,3.6279,3.5879,3.5381
2/19/1910,0.839,0.2659,0.2561,0.2463,0.2659,0.2561,0.2463,0.2659,0.2561,0.2463,0.2659,0.2561,0.2463
2/20/1910,1.002,0.1251,0.1253,0.1255,0.1251,0.1253,0.1255,0.1251,0.1253,0.1255,0.1251,0.1253,0.1255
2/21/1910,0.63,16.2085,16.2746,16.3311,16.2085,16.2746,16.3311,16.2085,16.2746,16.3311,16.2085,16.2746,16.3311
2/22/1910,0.425,5.1095,5.0832,5.0664,5.1095,5.0832,5.0664,5.1095,5.0832,5.0664,5.1095,5.0832,5.0664
2/23/1910,0.502,3.9754,3.9464,3.9269,3.9754,3.9464,3.9269,3.9754,3.9464,3.9269,3.9754,3.9464,3.9269
2/24/1910,0.635,9.5429,9.599,9.6554,9.5429,9.599,9.6554,9.5429,9.599,9.6554,9.5429,9.599,9.6554
2/25/1910,0.442,2.6765,2.6631,2.6499,2.6765,2.6631,2.6499,2.6765,2.6631,2.6499,2.6765,2.6631,2.6499
2/26/1910,0.435,4.6747,4.6309,4.5774,4.6747,4.6309,4.5774,4.6747,4.6309,4.5774,4.6747,4.6309,4.5774
2/27/1910,0.823,0,0,0,0,0,0,0,0,0,0,0,0
2/28/1910,0.668,0,0,0,0,0,0,0,0,0,0,0,0
3/1/1910,0.45,5.8198,5.7602,5.7002,5.8198,5.7602,5.7002,5.8198,5.7602,5.7002,5.8198,5.7602,5.7002
3/2/1910,1.472,0,0,0,0,0,0,0,0,0,0,0,0
3/3/1910,1.524,0,0,0,0,0,0,0,0,0,0,0,0
3/4/1910,1.307,0,0,0,0,0,0,0,0,0,0,0,0
3/5/1910,1.586,0,0,0,0,0,0,0,0,0,0,0,0
3/6/1910,1.492,0,0,0,0,0,0,0,0,0,0,0,0
3/7/1910,0.944,3.0756,3.0198,2.9742,3.0756,3.0198,2.9742,3.0756,3.0198,2.9742,3.0756,3.0198,2.9742
3/8/1910,1.507,2.8165,2.7719,2.7373,2.8165,2.7719,2.7373,2.8165,2.7719,2.7373,2.8165,2.7719,2.7373
3/9/1910,1.127,0,0,0,0,0,0,0,0,0,0,0,0
3/10/1910,0.57,8.9536,9.0083,9.0632,8.9536,9.0083,9.0632,8.9536,9.0083,9.0632,8.9536,9.0083,9.0632
3/11/1910,0.561,9.0025,9.0367,9.0712,9.0025,9.0367,9.0712,9.0025,9.0367,9.0712,9.0025,9.0367,9.0712
3/12/1910,0.667,0.2434,0.2443,0.2451,0.2434,0.2443,0.2451,0.2434,0.2443,0.2451,0.2434,0.2443,0.2451
3/13/1910,1.248,1.3768,1.3271,1.2771,1.3768,1.3271,1.2771,1.3768,1.3271,1.2771,1.3768,1.3271,1.2771
3/14/1910,1.557,0,0,0,0,0,0,0,0,0,0,0,0
3/15/1910,1.719,0,0,0,0,0,0,0,0,0,0,0,0
3/16/1910,1.69,0.1306,0.1206,0.1106,0.1306,0.1206,0.1106,0.1306,0.1206,0.1106,0.1306,0.1206,0.1106
3/17/1910,1.068,5.3167,5.2684,5.2299,5.3167,5.2684,5.2299,5.3167,5.2684,5.2299,5.3167,5.2684,5.2299
3/18/1910,0.64,3.4068,3.367,3.3271,3.4068,3.367,3.3271,3.4068,3.367,3.3271,3.4068,3.367,3.3271
3/19/1910,1.695,0.7559,0.7377,0.7113,0.7559,0.7377,0.7113,0.7559,0.7377,0.7113,0.7559,0.7377,0.7113
3/20/1910,1.134,0.1258,0.1225,0.1175,0.1258,0.1225,0.1175,0.1258,0.1225,0.1175,0.1258,0.1225,0.1175
3/21/1910,1.997,0,0,0,0,0,0,0,0,0,0,0,0
3/22/1910,1.987,0,0,0,0,0,0,0,0,0,0,0,0
3/23/1910,0.625,0,0,0,0,0,0,0,0,0,0,0,0
3/24/1910,0.669,0,0,0,0,0,0,0,0,0,0,0,0
3/25/1910,1.117,0,0,0,0,0,0,0,0,0,0,0,0
3/26/1910,1.669,0,0,0,0,0,0,0,0,0,0,0,0
3/27/1910,2.341,0,0,0,0,0,0,0,0,0,0,0,0
3/28/1910,1.393,0,0,0,0,0,0,0,0,0,0,0,0
3/29/1910,1.731,0,0,0,0,0,0,0,0,0,0,0,0
3/30/1910,1.64,0,0,0,0,0,0,0,0,0,0,0,0
3/31/1910,2.227,0,0,0,0,0,0,0,0,0,0,0,0
4/1/1910,2.525,0,0,0,0,0,0,0,0,0,0,0,0
4/2/1910,2.654,0,0,0,0,0,0,0,0,0,0,0,0
4/3/1910,2.569,0,0,0,0,0,0,0,0,0,0,0,0
4/4/1910,0.892,0,0,0,0,0,0,0,0,0,0,0,0
4/5/1910,2.631,0,0,0,0,0,0,0,0,0,0,0,0
4/6/1910,1.674,0,0,0,0,0,0,0,0,0,0,0,0
4/7/1910,0.867,1.1974,1.1711,1.1448,1.1974,1.1711,1.1448,1.1974,1.1711,1.1448,1.1974,1.1711,1.1448
4/8/1910,1.116,1.1989,1.1652,1.1315,1.1989,1.1652,1.1315,1.1989,1.1652,1.1315,1.1989,1.1652,1.1315
4/9/1910,1.265,1.7101,1.6601,1.6101,1.7101,1.6601,1.6101,1.7101,1.6601,1.6101,1.7101,1.6601,1.6101
4/10/1910,2.684,0,0,0,0,0,0,0,0,0,0,0,0
4/11/1910,2.836,0,0,0,0,0,0,0,0,0,0,0,0
4/12/1910,1.905,0.3696,0.3496,0.3296,0.3696,0.3496,0.3296,0.3696,0.3496,0.3296,0.3696,0.3496,0.3296
4/13/1910,1.241,9.7789,9.869,9.969,9.7789,9.869,9.969,9.7789,9.869,9.969,9.7789,9.869,9.969
4/14/1910,1.356,4.7017,4.6934,4.6765,4.7017,4.6934,4.6765,4.7017,4.6934,4.6765,4.7017,4.6934,4.6765
4/15/1910,2.726,1.4557,1.434,1.4004,1.4557,1.434,1.4004,1.4557,1.434,1.4004,1.4557,1.434,1.4004
4/16/1910,2.476,1.1005,1.0505,1.0105,1.1005,1.0505,1.0105,1.1005,1.0505,1.0105,1.1005,1.0505,1.0105
4/17/1910,1.012,0,0,0,0,0,0,0,0,0,0,0,0
4/18/1910,2.785,0,0,0,0,0,0,0,0,0,0,0,0
4/19/1910,1.026,23.1163,23.7004,24.2742,23.1163,23.7004,24.2742,23.1163,23.7004,24.2742,23.1163,23.7004,24.2742
4/20/1910,2.762,2.289,2.2981,2.307,2.289,2.2981,2.307,2.289,2.2981,2.307,2.289,2.2981,2.307
4/21/1910,1.629,6.9997,6.9565,6.9137,6.9997,6.9565,6.9137,6.9997,6.9565,6.9137,6.9997,6.9565,6.9137
4/22/1910,0.949,0,0,0,0,0,0,0,0,0,0,0,0
4/23/1910,1.986,0.4877,0.4884,0.4892,0.4877,0.4884,0.4892,0.4877,0.4884,0.4892,0.4877,0.4884,0.4892
4/24/1910,0.972,15.8206,15.9357,16.0415,15.8206,15.9357,16.0415,15.8206,15.9357,16.0415,15.8206,15.9357,16.0415
4/25/1910,2.27,4.3734,4.4121,4.4497,4.3734,4.4121,4.4497,4.3734,4.4121,4.4497,4.3734,4.4121,4.4497
4/26/1910,1.591,6.8163,6.8156,6.8151,6.8163,6.8156,6.8151,6.8163,6.8156,6.8151,6.8163,6.8156,6.8151
4/27/1910,3.177,0.1225,0.1186,0.1148,0.1225,0.1186,0.1148,0.1225,0.1186,0.1148,0.1225,0.1186,0.1148
4/28/1910,1.229,0.974,0.953,0.932,0.974,0.953,0.932,0.974,0.953,0.932,0.974,0.953,0.932
4/29/1910,2.969,2.1902,2.121,2.0621,2.1902,2.121,2.0621,2.1902,2.121,2.0621,2.1902,2.121,2.0621
4/30/1910,2.733,0,0,0,0,0,0,0,0,0,0,0,0
5/1/1910,1.046,0.4712,0.4411,0.4111,0.4712,0.4411,0.4111,0.4712,0.4411,0.4111,0.4712,0.4411,0.4111
5/2/1910,2.701,0,0,0,0,0,0,0,0,0,0,0,0
5/3/1910,1.68,0.2429,0.2227,0.2024,0.2429,0.2227,0.2024,0.2429,0.2227,0.2024,0.2429,0.2227,0.2024
5/4/1910,1.199,5.4738,5.4578,5.4334,5.4738,5.4578,5.4334,5.4738,5.4578,5.4334,5.4738,5.4578,5.4334
5/5/1910,2.446,4.0549,4.0383,4.0153,4.0549,4.0383,4.0153,4.0549,4.0383,4.0153,4.0549,4.0383,4.0153
5/6/1910,2.335,6.7062,6.6801,6.6484,6.7062,6.6801,6.6484,6.7062,6.6801,6.6484,6.7062,6.6801,6.6484
5/7/1910,2.522,5.278,5.2166,5.1455,5.278,5.2166,5.1455,5.278,5.2166,5.1455,5.278,5.2166,5.1455
5/8/1910,2.349,0.9569,0.9071,0.8573,0.9569,0.9071,0.8573,0.9569,0.9071,0.8573,0.9569,0.9071,0.8573
5/9/1910,1.931,2.9658,2.8984,2.831,2.9658,2.8984,2.831,2.9658,2.8984,2.831,2.9658,2.8984,2.831
