Datum,Makkink (mm),G_lower,G_center,G_upper,H_lower,H_center,H_upper,Hplus_lower,Hplus_center,Hplus_upper,L_lower,L_center,L_upper
9/1/1957,0.683,12.7946,12.9596,13.1154,12.7946,12.9596,13.1154,12.7946,12.9596,13.1154,12.7946,12.9596,13.1154
9/2/1957,2.424,2.6564,2.5811,2.5052,2.6564,2.5811,2.5052,2.6564,2.5811,2.5052,2.6564,2.5811,2.5052
9/3/1957,1.801,1.6144,1.5141,1.4339,1.6144,1.5141,1.4339,1.6144,1.5141,1.4339,1.6144,1.5141,1.4339
9/4/1957,2.446,0,0,0,0,0,0,0,0,0,0,0,0
9/5/1957,2.117,3.2888,3.1585,3.0385,3.299304,3.167388,3.04658,3.307182,3.174054,3.05264,3.279609,3.150723,3.03143
9/6/1957,2.75,0,0,0,0,0,0,0,0,0,0,0,0
9/7/1957,2.353,0.8756,0.8195,0.7635,0.945648,0.88506,0.82458,0.998184,0.93423,0.87039,0.814308,0.762135,0.710055
9/8/1957,0.906,3.1322,3.0517,2.9662,3.382776,3.295836,3.203496,3.570708,3.478938,3.381468,2.912946,2.838081,2.758566
9/9/1957,2.251,2.1574,2.1133,2.0651,2.329992,2.282364,2.230308,2.459436,2.409162,2.354214,2.006382,1.965369,1.920543
9/10/1957,0.888,2.6541,2.7126,2.7697,2.866428,2.929608,2.991276,3.025674,3.092364,3.157458,2.468313,2.522718,2.575821
9/11/1957,0.669,32.4155,33.2791,34.1271,35.00874,35.941428,36.857268,36.95367,37.938174,38.904894,30.146415,30.949563,31.738203
9/12/1957,1.399,13.7125,14.0383,14.3564,14.8095,15.161364,15.504912,15.63225,16.003662,16.366296,12.752625,13.055619,13.351452
9/13/1957,1.359,19.9132,20.1429,20.3573,21.506256,21.754332,21.985884,22.701048,22.962906,23.207322,18.519276,18.732897,18.932289
9/14/1957,0.605,15.4864,15.8078,16.1114,16.725312,17.072424,17.400312,17.654496,18.020892,18.366996,14.402352,14.701254,14.983602
9/15/1957,0.936,4.8972,4.9482,4.9914,5.288976,5.344056,5.390712,5.582808,5.640948,5.690196,4.554396,4.601826,4.642002
9/16/1957,1.721,6.8238,6.8238,6.809,7.369704,7.369704,7.35372,7.779132,7.779132,7.76226,6.346134,6.346134,6.33237
9/17/1957,0.565,14.2397,14.3671,14.4848,15.378876,15.516468,15.643584,16.233258,16.378494,16.512672,13.242921,13.361403,13.470864
9/18/1957,0.425,14.2491,14.2315,14.2239,15.389028,15.37002,15.361812,16.243974,16.22391,16.215246,13.251663,13.235295,13.228227
9/19/1957,0.613,0.515,0.4645,0.4241,0.5562,0.50166,0.458028,0.5871,0.52953,0.483474,0.47895,0.431985,0.394413
9/20/1957,2.593,0,0,0,0,0,0,0,0,0,0,0,0
9/21/1957,0.635,15.8091,16.1582,16.4985,17.073828,17.450856,17.81838,18.022374,18.420348,18.80829,14.702463,15.027126,15.343605
9/22/1957,0.734,22.3071,23.1677,24.0268,24.091668,25.021116,25.948944,25.430094,26.411178,27.390552,20.745603,21.545961,22.344924
9/23/1957,1.171,16.5465,17.1337,17.7188,17.87022,18.504396,19.136304,18.86301,19.532418,20.199432,15.388245,15.934341,16.478484
9/24/1957,0.764,10.6122,10.5853,10.5606,11.461176,11.432124,11.405448,12.097908,12.067242,12.039084,9.869346,9.844329,9.821358
9/25/1957,1.048,6.8745,6.8191,6.7548,7.42446,7.364628,7.295184,7.83693,7.773774,7.700472,6.393285,6.341763,6.281964
9/26/1957,2.356,0.5927,0.5879,0.5824,0.640116,0.634932,0.628992,0.675678,0.670206,0.663936,0.551211,0.546747,0.541632
9/27/1957,1.229,0.2626,0.2322,0.202,0.283608,0.250776,0.21816,0.299364,0.264708,0.23028,0.244218,0.215946,0.18786
9/28/1957,1.056,0,0,0,0,0,0,0,0,0,0,0,0
9/29/1957,0.836,16.0467,16.1282,16.2038,17.330436,17.418456,17.500104,18.293238,18.386148,18.472332,14.923431,14.999226,15.069534
9/30/1957,1.353,7.6664,7.535,7.3994,8.279712,8.1378,7.991352,8.739696,8.5899,8.435316,7.129752,7.00755,6.881442
10/1/1957,1.424,0,0,0,0,0,0,0,0,0,0,0,0
10/2/1957,1.777,0.1414,0.1313,0.1111,0.1414,0.1313,0.1111,0.1414,0.1313,0.1111,0.1414,0.1313,0.1111
10/3/1957,0.929,0.8056,0.7459,0.6863,0.8056,0.7459,0.6863,0.8056,0.7459,0.6863,0.8056,0.7459,0.6863
10/4/1957,1.35,0.6743,0.6148,0.5653,0.6743,0.6148,0.5653,0.6743,0.6148,0.5653,0.6743,0.6148,0.5653
10/5/1957,1.013,0.1414,0.1313,0.1111,0.1414,0.1313,0.1111,0.1414,0.1313,0.1111,0.1414,0.1313,0.1111
10/6/1957,1.368,0,0,0,0,0,0,0,0,0,0,0,0
10/7/1957,1.463,0.2828,0.2524,0.2222,0.2828,0.2524,0.2222,0.2828,0.2524,0.2222,0.2828,0.2524,0.2222
10/8/1957,1.772,0,0,0,0,0,0,0,0,0,0,0,0
10/9/1957,0.5,0.69,0.623,0.5725,0.69,0.623,0.5725,0.69,0.623,0.5725,0.69,0.623,0.5725
10/10/1957,1.468,0.138,0.1246,0.1145,0.138,0.1246,0.1145,0.138,0.1246,0.1145,0.138,0.1246,0.1145
10/11/1957,0.613,3.2674,3.1575,3.0476,3.2674,3.1575,3.0476,3.2674,3.1575,3.0476,3.2674,3.1575,3.0476
10/12/1957,1.072,0,0,0,0,0,0,0,0,0,0,0,0
10/13/1957,1.325,0.2828,0.2524,0.2222,0.2828,0.2524,0.2222,0.2828,0.2524,0.2222,0.2828,0.2524,0.2222
10/14/1957,1.156,0.1414,0.1313,0.1111,0.1414,0.1313,0.1111,0.1414,0.1313,0.1111,0.1414,0.1313,0.1111
10/15/1957,0.89,0.1414,0.1313,0.1111,0.1414,0.1313,0.1111,0.1414,0.1313,0.1111,0.1414,0.1313,0.1111
10/16/1957,0.503,11.7873,11.7465,11.6963,11.7873,11.7465,11.6963,11.7873,11.7465,11.6963,11.7873,11.7465,11.6963
10/17/1957,1.072,1.0461,0.9867,0.9173,1.0461,0.9867,0.9173,1.0461,0.9867,0.9173,1.0461,0.9867,0.9173
10/18/1957,0.282,5.7503,5.6604,5.5702,5.7503,5.6604,5.5702,5.7503,5.6604,5.5702,5.7503,5.6604,5.5702
10/19/1957,0.488,0,0,0,0,0,0,0,0,0,0,0,0
10/20/1957,0.753,4.6143,4.5659,4.5175,4.6143,4.5659,4.5175,4.6143,4.5659,4.5175,4.6143,4.5659,4.5175
10/21/1957,0.123,10.8477,10.8261,10.7851,10.8477,10.8261,10.7851,10.8477,10.8261,10.7851,10.8477,10.8261,10.7851
10/22/1957,0.721,0.582,0.5646,0.5463,0.582,0.5646,0.5463,0.582,0.5646,0.5463,0.582,0.5646,0.5463
10/23/1957,0.508,0.7937,0.7413,0.6888,0.7937,0.7413,0.6888,0.7937,0.7413,0.6888,0.7937,0.7413,0.6888
10/24/1957,0.157,3.429,3.2892,3.1489,3.429,3.2892,3.1489,3.429,3.2892,3.1489,3.429,3.2892,3.1489
10/25/1957,0.627,0,0,0,0,0,0,0,0,0,0,0,0
10/26/1957,0.888,0,0,0,0,0,0,0,0,0,0,0,0
10/27/1957,0.584,0,0,0,0,0,0,0,0,0,0,0,0
10/28/1957,0.379,0.4139,0.3736,0.3433,0.4139,0.3736,0.3433,0.4139,0.3736,0.3433,0.4139,0.3736,0.3433
10/29/1957,0.132,8.3443,8.3688,8.3852,8.3443,8.3688,8.3852,8.3443,8.3688,8.3852,8.3443,8.3688,8.3852
10/30/1957,0.557,2.5815,2.5277,2.4818,2.5815,2.5277,2.4818,2.5815,2.5277,2.4818,2.5815,2.5277,2.4818
10/31/1957,0.209,7.0453,7.107,7.1743,7.0453,7.107,7.1743,7.0453,7.107,7.1743,7.0453,7.107,7.1743
11/1/1957,1.054,5.5189,5.5673,5.62,5.5189,5.5673,5.62,5.5189,5.5673,5.62,5.5189,5.5673,5.62
11/2/1957,0.759,0,0,0,0,0,0,0,0,0,0,0,0
11/3/1957,0.245,1.8049,1.7861,1.7635,1.8049,1.7861,1.7635,1.8049,1.7861,1.7635,1.8049,1.7861,1.7635
11/4/1957,0.409,7.0318,7.0092,6.9805,7.0318,7.0092,6.9805,7.0318,7.0092,6.9805,7.0318,7.0092,6.9805
11/5/1957,0.608,5.9656,5.9369,5.9083,5.9656,5.9369,5.9083,5.9656,5.9369,5.9083,5.9656,5.9369,5.9083
11/6/1957,0.873,0,0,0,0,0,0,0,0,0,0,0,0
11/7/1957,0.465,0.3837,0.3635,0.3332,0.3837,0.3635,0.3332,0.3837,0.3635,0.3332,0.3837,0.3635,0.3332
11/8/1957,0.558,0,0,0,0,0,0,0,0,0,0,0,0
11/9/1957,0.493,0,0,0,0,0,0,0,0,0,0,0,0
11/10/1957,0.123,1.382,1.3221,1.2518,1.382,1.3221,1.2518,1.382,1.3221,1.2518,1.382,1.3221,1.2518
11/11/1957,0.179,0,0,0,0,0,0,0,0,0,0,0,0
11/12/1957,0.514,0,0,0,0,0,0,0,0,0,0,0,0
11/13/1957,0.137,0,0,0,0,0,0,0,0,0,0,0,0
11/14/1957,0.121,0,0,0,0,0,0,0,0,0,0,0,0
11/15/1957,0.367,0,0,0,0,0,0,0,0,0,0,0,0
11/16/1957,0.152,7.257,7.2469,7.2273,7.257,7.2469,7.2273,7.257,7.2469,7.2273,7.257,7.2469,7.2273
11/17/1957,0.102,0.119,0.1188,0.1185,0.119,0.1188,0.1185,0.119,0.1188,0.1185,0.119,0.1188,0.1185
11/18/1957,0.141,0.3939,0.3636,0.3333,0.3939,0.3636,0.3333,0.3939,0.3636,0.3333,0.3939,0.3636,0.3333
11/19/1957,0.07,0.1313,0.1212,0.1111,0.1313,0.1212,0.1111,0.1313,0.1212,0.1111,0.1313,0.1212,0.1111
11/20/1957,0.111,0,0,0,0,0,0,0,0,0,0,0,0
11/21/1957,0.116,0.1313,0.1212,0.1111,0.1313,0.1212,0.1111,0.1313,0.1212,0.1111,0.1313,0.1212,0.1111
11/22/1957,0.143,11.4938,11.4047,11.3256,11.4938,11.4047,11.3256,11.4938,11.4047,11.3256,11.4938,11.4047,11.3256
11/23/1957,0.51,0.3822,0.3612,0.3401,0.3822,0.3612,0.3401,0.3822,0.3612,0.3401,0.3822,0.3612,0.3401
11/24/1957,0.518,0,0,0,0,0,0,0,0,0,0,0,0
11/25/1957,0.202,0,0,0,0,0,0,0,0,0,0,0,0
11/26/1957,0.085,0,0,0,0,0,0,0,0,0,0,0,0
11/27/1957,0.176,0,0,0,0,0,0,0,0,0,0,0,0
11/28/1957,0.153,0.1313,0.1212,0.1111,0.1313,0.1212,0.1111,0.1313,0.1212,0.1111,0.1313,0.1212,0.1111
11/29/1957,0.121,0,0,0,0,0,0,0,0,0,0,0,0
11/30/1957,0.461,0,0,0,0,0,0,0,0,0,0,0,0
12/1/1957,0.493,0,0,0,0,0,0,0,0,0,0,0,0
12/2/1957,0.339,0,0,0,0,0,0,0,0,0,0,0,0
12/3/1957,0.45,0,0,0,0,0,0,0,0,0,0,0,0
12/4/1957,0.409,0,0,0,0,0,0,0,0,0,0,0,0
12/5/1957,0.224,0.863,0.8329,0.8028,0.863,0.8329,0.8028,0.863,0.8329,0.8028,0.863,0.8329,0.8028
12/6/1957,0.068,0,0,0,0,0,0,0,0,0,0,0,0
12/7/1957,0.045,6.1668,6.1665,6.1669,6.1668,6.1665,6.1669,6.1668,6.1665,6.1669,6.1668,6.1665,6.1669
12/8/1957,0.312,11.0662,11.168,11.2698,11.0662,11.168,11.2698,11.0662,11.168,11.2698,11.0662,11.168,11.2698
12/9/1957,0.397,13.8432,13.9544,14.0586,13.8432,13.9544,14.0586,13.8432,13.9544,14.0586,13.8432,13.9544,14.0586
12/10/1957,0.412,1.4572,1.4442,1.428,1.4572,1.4442,1.428,1.4572,1.4442,1.428,1.4572,1.4442,1.428
12/11/1957,0.167,3.1462,3.1418,3.1332,3.1462,3.1418,3.1332,3.1462,3.1418,3.1332,3.1462,3.1418,3.1332
12/12/1957,0.173,4.7214,4.7112,4.6951,4.7214,4.7112,4.6951,4.7214,4.7112,4.6951,4.7214,4.7112,4.6951
12/13/1957,0.071,4.614,4.5786,4.5434,4.614,4.5786,4.5434,4.614,4.5786,4.5434,4.614,4.5786,4.5434
12/14/1957,0.095,3.9196,3.8199,3.72,3.9196,3.8199,3.72,3.9196,3.8199,3.72,3.9196,3.8199,3.72
12/15/1957,0.347,0,0,0,0,0,0,0,0,0,0,0,0
12/16/1957,0.328,0,0,0,0,0,0,0,0,0,0,0,0
12/17/1957,0.088,0,0,0,0,0,0,0,0,0,0,0,0
12/18/1957,0.187,3.2723,3.2546,3.2312,3.2723,3.2546,3.2312,3.2723,3.2546,3.2312,3.2723,3.2546,3.2312
12/19/1957,0.265,2.3027,2.2905,2.2739,2.3027,2.2905,2.2739,2.3027,2.2905,2.2739,2.3027,2.2905,2.2739
12/20/1957,0.205,0.246,0.2361,0.2261,0.246,0.2361,0.2261,0.246,0.2361,0.2261,0.246,0.2361,0.2261
12/21/1957,0.129,3.0531,2.9853,2.9177,3.0531,2.9853,2.9177,3.0531,2.9853,2.9177,3.0531,2.9853,2.9177
12/22/1957,0.251,0.122,0.1197,0.1174,0.122,0.1197,0.1174,0.122,0.1197,0.1174,0.122,0.1197,0.1174
12/23/1957,0.075,0.6164,0.5949,0.5734,0.6164,0.5949,0.5734,0.6164,0.5949,0.5734,0.6164,0.5949,0.5734
12/24/1957,0.187,0.2466,0.238,0.2294,0.2466,0.238,0.2294,0.2466,0.238,0.2294,0.2466,0.238,0.2294
12/25/1957,0.378,0,0,0,0,0,0,0,0,0,0,0,0
12/26/1957,0.083,0.1251,0.1147,0.1043,0.1251,0.1147,0.1043,0.1251,0.1147,0.1043,0.1251,0.1147,0.1043
12/27/1957,0.14,0,0,0,0,0,0,0,0,0,0,0,0
12/28/1957,0.044,3.2861,3.2363,3.1862,3.2861,3.2363,3.1862,3.2861,3.2363,3.1862,3.2861,3.2363,3.1862
12/29/1957,0.153,0,0,0,0,0,0,0,0,0,0,0,0
12/30/1957,0.143,3.0468,2.997,2.947,3.0468,2.997,2.947,3.0468,2.997,2.947,3.0468,2.997,2.947
12/31/1957,0.218,5.3086,5.3086,5.3086,5.3086,5.3086,5.3086,5.3086,5.3086,5.3086,5.3086,5.3086,5.3086
1/1/1958,0.046,16.9476,17.136,17.3247,16.9476,17.136,17.3247,16.9476,17.136,17.3247,16.9476,17.136,17.3247
1/2/1958,0.312,0.1186,0.1201,0.1216,0.1186,0.1201,0.1216,0.1186,0.1201,0.1216,0.1186,0.1201,0.1216
1/3/1958,0.402,0.229,0.219,0.209,0.229,0.219,0.209,0.229,0.219,0.209,0.229,0.219,0.209
1/4/1958,0.113,0.1145,0.1111,0.1044,0.1145,0.1111,0.1044,0.1145,0.1111,0.1044,0.1145,0.1111,0.1044
1/5/1958,0.07,15.7641,15.9575,16.1341,15.7641,15.9575,16.1341,15.7641,15.9575,16.1341,15.7641,15.9575,16.1341
1/6/1958,0.106,13.0317,13.1617,13.2818,13.0317,13.1617,13.2818,13.0317,13.1617,13.2818,13.0317,13.1617,13.2818
1/7/1958,0.142,3.778,3.7829,3.7879,3.778,3.7829,3.7879,3.778,3.7829,3.7879,3.778,3.7829,3.7879
1/8/1958,0.192,3.778,3.7829,3.7879,3.778,3.7829,3.7879,3.778,3.7829,3.7879,3.778,3.7829,3.7879
1/9/1958,0.28,8.5019,8.532,8.5619,8.5019,8.532,8.5619,8.5019,8.532,8.5619,8.5019,8.532,8.5619
1/10/1958,0.352,3.6425,3.6069,3.5789,3.6425,3.6069,3.5789,3.6425,3.6069,3.5789,3.6425,3.6069,3.5789
1/11/1958,0.065,11.3221,11.3181,11.2964,11.3221,11.3181,11.2964,11.3221,11.3181,11.2964,11.3221,11.3181,11.2964
1/12/1958,0.431,0.8147,0.7943,0.7638,0.8147,0.7943,0.7638,0.8147,0.7943,0.7638,0.8147,0.7943,0.7638
1/13/1958,0.472,0,0,0,0,0,0,0,0,0,0,0,0
1/14/1958,0.067,0,0,0,0,0,0,0,0,0,0,0,0
1/15/1958,0.204,0,0,0,0,0,0,0,0,0,0,0,0
1/16/1958,0.085,0.6868,0.6692,0.6341,0.6868,0.6692,0.6341,0.6868,0.6692,0.6341,0.6868,0.6692,0.6341
1/17/1958,0.083,0.8113,0.7888,0.754,0.8113,0.7888,0.754,0.8113,0.7888,0.754,0.8113,0.7888,0.754
1/18/1958,0.242,9.485,9.6048,9.7182,9.485,9.6048,9.7182,9.485,9.6048,9.7182,9.485,9.6048,9.7182
1/19/1958,0.245,5.5725,5.6428,5.7094,5.5725,5.6428,5.7094,5.5725,5.6428,5.7094,5.5725,5.6428,5.7094
1/20/1958,0.389,0,0,0,0,0,0,0,0,0,0,0,0
1/21/1958,0.237,0.8225,0.814,0.8076,0.8225,0.814,0.8076,0.8225,0.814,0.8076,0.8225,0.814,0.8076
1/22/1958,0.136,20.6267,20.845,21.0815,20.6267,20.845,21.0815,20.6267,20.845,21.0815,20.6267,20.845,21.0815
1/23/1958,0.512,0,0,0,0,0,0,0,0,0,0,0,0
1/24/1958,0.235,0.8094,0.7832,0.7471,0.8094,0.7832,0.7471,0.8094,0.7832,0.7471,0.8094,0.7832,0.7471
1/25/1958,0.628,0.1165,0.1125,0.1085,0.1165,0.1125,0.1085,0.1165,0.1125,0.1085,0.1165,0.1125,0.1085
1/26/1958,0.201,4.9502,4.9422,4.9343,4.9502,4.9422,4.9343,4.9502,4.9422,4.9343,4.9502,4.9422,4.9343
1/27/1958,0.183,1.6399,1.6276,1.6053,1.6399,1.6276,1.6053,1.6399,1.6276,1.6053,1.6399,1.6276,1.6053
1/28/1958,0.758,0,0,0,0,0,0,0,0,0,0,0,0
1/29/1958,0.698,0,0,0,0,0,0,0,0,0,0,0,0
1/30/1958,0.184,0,0,0,0,0,0,0,0,0,0,0,0
1/31/1958,0.251,0.3535,0.3331,0.3231,0.3535,0.3331,0.3231,0.3535,0.3331,0.3231,0.3535,0.3331,0.3231
2/1/1958,0.124,0.1195,0.1145,0.1095,0.1195,0.1145,0.1095,0.1195,0.1145,0.1095,0.1195,0.1145,0.1095
2/2/1958,0.137,0.1195,0.1145,0.1095,0.1195,0.1145,0.1095,0.1195,0.1145,0.1095,0.1195,0.1145,0.1095
2/3/1958,0.698,1.777,1.7471,1.7171,1.777,1.7471,1.7171,1.777,1.7471,1.7171,1.777,1.7471,1.7171
2/4/1958,0.346,5.9263,5.9481,5.9626,5.9263,5.9481,5.9626,5.9263,5.9481,5.9626,5.9263,5.9481,5.9626
2/5/1958,0.129,8.3015,8.3005,8.306,8.3015,8.3005,8.306,8.3015,8.3005,8.306,8.3015,8.3005,8.306
2/6/1958,0.804,0.4728,0.4659,0.4524,0.4728,0.4659,0.4524,0.4728,0.4659,0.4524,0.4728,0.4659,0.4524
2/7/1958,0.637,0.1179,0.1145,0.1078,0.1179,0.1145,0.1078,0.1179,0.1145,0.1078,0.1179,0.1145,0.1078
2/8/1958,0.289,1.0703,1.0403,1.0103,1.0703,1.0403,1.0103,1.0703,1.0403,1.0103,1.0703,1.0403,1.0103
2/9/1958,0.583,0,0,0,0,0,0,0,0,0,0,0,0
2/10/1958,0.823,0,0,0,0,0,0,0,0,0,0,0,0
2/11/1958,0.757,5.4518,5.4144,5.3582,5.4518,5.4144,5.3582,5.4518,5.4144,5.3582,5.4518,5.4144,5.3582
2/12/1958,0.435,5.0958,5.0733,5.0497,5.0958,5.0733,5.0497,5.0958,5.0733,5.0497,5.0958,5.0733,5.0497
2/13/1958,0.464,3.2063,3.1679,3.139,3.2063,3.1679,3.139,3.2063,3.1679,3.139,3.2063,3.1679,3.139
2/14/1958,0.44,0.1188,0.1174,0.1163,0.1188,0.1174,0.1163,0.1188,0.1174,0.1163,0.1188,0.1174,0.1163
2/15/1958,0.448,0.8287,0.8196,0.8104,0.8287,0.8196,0.8104,0.8287,0.8196,0.8104,0.8287,0.8196,0.8104
2/16/1958,0.823,1.8943,1.8734,1.8525,1.8943,1.8734,1.8525,1.8943,1.8734,1.8525,1.8943,1.8734,1.8525
2/17/1958,1.027,1.1896,1.1447,1.1081,1.1896,1.1447,1.1081,1.1896,1.1447,1.1081,1.1896,1.1447,1.1081
2/18/1958,0.86,0.7118,0.6918,0.6735,0.7118,0.6918,0.6735,0.7118,0.6918,0.6735,0.7118,0.6918,0.6735
2/19/1958,0.627,4.6229,4.6078,4.5867,4.6229,4.6078,4.5867,4.6229,4.6078,4.5867,4.6229,4.6078,4.5867
2/20/1958,0.527,4.0296,4.0016,3.97,4.0296,4.0016,3.97,4.0296,4.0016,3.97,4.0296,4.0016,3.97
2/21/1958,0.58,3.0857,3.0455,3.0147,3.0857,3.0455,3.0147,3.0857,3.0455,3.0147,3.0857,3.0455,3.0147
2/22/1958,0.887,0.4771,0.4606,0.4495,0.4771,0.4606,0.4495,0.4771,0.4606,0.4495,0.4771,0.4606,0.4495
2/23/1958,0.233,9.7219,9.7568,9.7969,9.7219,9.7568,9.7969,9.7219,9.7568,9.7969,9.7219,9.7568,9.7969
2/24/1958,0.371,7.3486,7.421,7.4993,7.3486,7.421,7.4993,7.3486,7.421,7.4993,7.3486,7.421,7.4993
2/25/1958,0.101,18.6081,18.8046,18.9972,18.6081,18.8046,18.9972,18.6081,18.8046,18.9972,18.6081,18.8046,18.9972
2/26/1958,0.789,1.5398,1.5387,1.5368,1.5398,1.5387,1.5368,1.5398,1.5387,1.5368,1.5398,1.5387,1.5368
2/27/1958,1.291,0.9465,0.9281,0.9097,0.9465,0.9281,0.9097,0.9465,0.9281,0.9097,0.9465,0.9281,0.9097
2/28/1958,0.331,0.1217,0.1116,0.1015,0.1217,0.1116,0.1015,0.1217,0.1116,0.1015,0.1217,0.1116,0.1015
3/1/1958,0.826,0,0,0,0,0,0,0,0,0,0,0,0
3/2/1958,0.485,0.1217,0.1116,0.1015,0.1217,0.1116,0.1015,0.1217,0.1116,0.1015,0.1217,0.1116,0.1015
3/3/1958,0.432,0,0,0,0,0,0,0,0,0,0,0,0
3/4/1958,0.293,0,0,0,0,0,0,0,0,0,0,0,0
3/5/1958,0.513,4.3068,4.2799,4.2447,4.3068,4.2799,4.2447,4.3068,4.2799,4.2447,4.3068,4.2799,4.2447
3/6/1958,1.066,3.5901,3.5994,3.6072,3.5901,3.5994,3.6072,3.5901,3.5994,3.6072,3.5901,3.5994,3.6072
3/7/1958,1.18,8.7021,8.6895,8.6769,8.7021,8.6895,8.6769,8.7021,8.6895,8.6769,8.7021,8.6895,8.6769
3/8/1958,1.125,1.2975,1.2575,1.2276,1.2975,1.2575,1.2276,1.2975,1.2575,1.2276,1.2975,1.2575,1.2276
3/9/1958,1.187,0,0,0,0,0,0,0,0,0,0,0,0
3/10/1958,0.834,0.2434,0.2232,0.213,0.2434,0.2232,0.213,0.2434,0.2232,0.213,0.2434,0.2232,0.213
3/11/1958,1.107,0.5978,0.5679,0.538,0.5978,0.5679,0.538,0.5978,0.5679,0.538,0.5978,0.5679,0.538
3/12/1958,1.064,0,0,0,0,0,0,0,0,0,0,0,0
3/13/1958,0.468,2.8289,2.7585,2.6884,2.8289,2.7585,2.6884,2.8289,2.7585,2.6884,2.8289,2.7585,2.6884
3/14/1958,1.606,0,0,0,0,0,0,0,0,0,0,0,0
3/15/1958,1.688,0,0,0,0,0,0,0,0,0,0,0,0
3/16/1958,1.334,0.1217,0.1116,0.1015,0.1217,0.1116,0.1015,0.1217,0.1116,0.1015,0.1217,0.1116,0.1015
3/17/1958,1.681,0,0,0,0,0,0,0,0,0,0,0,0
3/18/1958,1.067,0,0,0,0,0,0,0,0,0,0,0,0
3/19/1958,0.75,0,0,0,0,0,0,0,0,0,0,0,0
3/20/1958,1.082,0,0,0,0,0,0,0,0,0,0,0,0
3/21/1958,1.041,0.2434,0.2232,0.203,0.2434,0.2232,0.203,0.2434,0.2232,0.203,0.2434,0.2232,0.203
3/22/1958,1.68,0,0,0,0,0,0,0,0,0,0,0,0
3/23/1958,1.803,0,0,0,0,0,0,0,0,0,0,0,0
3/24/1958,1.759,0,0,0,0,0,0,0,0,0,0,0,0
3/25/1958,1.641,0,0,0,0,0,0,0,0,0,0,0,0
3/26/1958,0.783,0.1217,0.1116,0.1015,0.1217,0.1116,0.1015,0.1217,0.1116,0.1015,0.1217,0.1116,0.1015
3/27/1958,1.825,8.5622,8.6002,8.6381,8.5622,8.6002,8.6381,8.5622,8.6002,8.6381,8.5622,8.6002,8.6381
3/28/1958,1.18,6.3695,6.3875,6.3976,6.3695,6.3875,6.3976,6.3695,6.3875,6.3976,6.3695,6.3875,6.3976
3/29/1958,1.846,1.5057,1.5097,1.5118,1.5057,1.5097,1.5118,1.5057,1.5097,1.5118,1.5057,1.5097,1.5118
3/30/1958,1.714,0,0,0,0,0,0,0,0,0,0,0,0
3/31/1958,1.397,0,0,0,0,0,0,0,0,0,0,0,0
4/1/1958,2.315,0,0,0,0,0,0,0,0,0,0,0,0
4/2/1958,1.08,0.345,0.3246,0.3044,0.345,0.3246,0.3044,0.345,0.3246,0.3044,0.345,0.3246,0.3044
4/3/1958,1.842,7.3062,7.3804,7.4474,7.3062,7.3804,7.4474,7.3062,7.3804,7.4474,7.3062,7.3804,7.4474
4/4/1958,1.117,2.5115,2.5371,2.5601,2.5115,2.5371,2.5601,2.5115,2.5371,2.5601,2.5115,2.5371,2.5601
4/5/1958,0.995,1.7141,1.6639,1.6139,1.7141,1.6639,1.6139,1.7141,1.6639,1.6139,1.7141,1.6639,1.6139
4/6/1958,0.483,0,0,0,0,0,0,0,0,0,0,0,0
4/7/1958,1.981,0,0,0,0,0,0,0,0,0,0,0,0
4/8/1958,1.505,0.6896,0.6496,0.6196,0.6896,0.6496,0.6196,0.6896,0.6496,0.6196,0.6896,0.6496,0.6196
4/9/1958,1.055,1.601,1.5769,1.5528,1.601,1.5769,1.5528,1.601,1.5769,1.5528,1.601,1.5769,1.5528
4/10/1958,1.887,2.7398,2.6738,2.6178,2.7398,2.6738,2.6178,2.7398,2.6738,2.6178,2.7398,2.6738,2.6178
4/11/1958,2.089,0,0,0,0,0,0,0,0,0,0,0,0
4/12/1958,2.673,0,0,0,0,0,0,0,0,0,0,0,0
4/13/1958,2.812,0,0,0,0,0,0,0,0,0,0,0,0
4/14/1958,2.834,0,0,0,0,0,0,0,0,0,0,0,0
4/15/1958,1.206,0.1141,0.1108,0.1066,0.1141,0.1108,0.1066,0.1141,0.1108,0.1066,0.1141,0.1108,0.1066
4/16/1958,1.296,1.4885,1.4314,1.3654,1.4885,1.4314,1.3654,1.4885,1.4314,1.3654,1.4885,1.4314,1.3654
4/17/1958,1.905,0,0,0,0,0,0,0,0,0,0,0,0
4/18/1958,0.494,2.9715,2.9115,2.8417,2.9715,2.9115,2.8417,2.9715,2.9115,2.8417,2.9715,2.9115,2.8417
4/19/1958,1.833,1.8256,1.8054,1.7856,1.8256,1.8054,1.7856,1.8256,1.8054,1.7856,1.8256,1.8054,1.7856
4/20/1958,3.161,0,0,0,0,0,0,0,0,0,0,0,0
4/21/1958,2.949,0,0,0,0,0,0,0,0,0,0,0,0
4/22/1958,2.435,0.1116,0.1015,0.1015,0.1116,0.1015,0.1015,0.1116,0.1015,0.1015,0.1116,0.1015,0.1015
4/23/1958,3.158,0,0,0,0,0,0,0,0,0,0,0,0
4/24/1958,2.803,0,0,0,0,0,0,0,0,0,0,0,0
4/25/1958,1.149,7.1869,7.2749,7.3726,7.1869,7.2749,7.3726,7.1869,7.2749,7.3726,7.1869,7.2749,7.3726
4/26/1958,0.916,16.1995,16.5254,16.846,16.1995,16.5254,16.846,16.1995,16.5254,16.846,16.1995,16.5254,16.846
